,Region_ID,abbreviation,Region_Name,count,volume_(mm^3),density_(cells/mm^3),sex,drug,dataset,scaled_cell_density,Brain_Area,method
46,353,SSp-n,Primary somatosensory area nose,458.0,3.019265625,151.69251628862565,m,sal,lightsheet_saline3,151.69251628862565,Cortex,lightsheet
47,353,SSp-n,Primary somatosensory area nose,6391.0,3.019265625,2116.7398943244684,m,sal,lightsheet_saline4,2116.7398943244684,Cortex,lightsheet
48,329,SSp-bfd,Primary somatosensory area barrel field,2580.0,6.29025,410.1585787528317,f,ket,lightsheet_ketamine1,410.1585787528317,Cortex,lightsheet
49,329,SSp-bfd,Primary somatosensory area barrel field,13363.0,6.29025,2124.3988712690275,f,ket,lightsheet_ketamine2,2124.3988712690275,Cortex,lightsheet
50,329,SSp-bfd,Primary somatosensory area barrel field,2684.0,6.29025,426.69210285759704,m,ket,lightsheet_ketamine3,426.69210285759704,Cortex,lightsheet
51,329,SSp-bfd,Primary somatosensory area barrel field,18255.0,6.29025,2902.110408966257,m,ket,lightsheet_ketamine4,2902.110408966257,Cortex,lightsheet
52,329,SSp-bfd,Primary somatosensory area barrel field,13610.0,6.29025,2163.665991017845,f,psi,lightsheet_psilocybin1,2163.665991017845,Cortex,lightsheet
53,329,SSp-bfd,Primary somatosensory area barrel field,16087.0,6.29025,2557.4500218592266,f,psi,lightsheet_psilocybin2,2557.4500218592266,Cortex,lightsheet
54,329,SSp-bfd,Primary somatosensory area barrel field,7471.0,6.29025,1187.7111402567464,m,psi,lightsheet_psilocybin3,1187.7111402567464,Cortex,lightsheet
55,329,SSp-bfd,Primary somatosensory area barrel field,13984.0,6.29025,2223.123087317674,m,psi,lightsheet_psilocybin4,2223.123087317674,Cortex,lightsheet
56,329,SSp-bfd,Primary somatosensory area barrel field,14125.0,6.29025,2245.5387305750965,f,sal,lightsheet_saline1,2245.5387305750965,Cortex,lightsheet
57,329,SSp-bfd,Primary somatosensory area barrel field,3031.0,6.29025,481.8568419379198,f,sal,lightsheet_saline2,481.8568419379198,Cortex,lightsheet
58,329,SSp-bfd,Primary somatosensory area barrel field,1100.0,6.29025,174.87381264655616,m,sal,lightsheet_saline3,174.87381264655616,Cortex,lightsheet
59,329,SSp-bfd,Primary somatosensory area barrel field,12735.0,6.29025,2024.5618218671752,m,sal,lightsheet_saline4,2024.5618218671752,Cortex,lightsheet
60,337,SSp-ll,Primary somatosensory area lower limb,974.0,2.352578125,414.0138810480523,f,ket,lightsheet_ketamine1,414.0138810480523,Cortex,lightsheet
61,337,SSp-ll,Primary somatosensory area lower limb,2709.0,2.352578125,1151.5026732640388,f,ket,lightsheet_ketamine2,1151.5026732640388,Cortex,lightsheet
62,337,SSp-ll,Primary somatosensory area lower limb,240.0,2.352578125,102.01574070999236,m,ket,lightsheet_ketamine3,102.01574070999236,Cortex,lightsheet
63,337,SSp-ll,Primary somatosensory area lower limb,4734.0,2.352578125,2012.2604855045993,m,ket,lightsheet_ketamine4,2012.2604855045993,Cortex,lightsheet
64,337,SSp-ll,Primary somatosensory area lower limb,2531.0,2.352578125,1075.840998904128,f,psi,lightsheet_psilocybin1,1075.840998904128,Cortex,lightsheet
65,337,SSp-ll,Primary somatosensory area lower limb,3846.0,2.352578125,1634.8022448776276,f,psi,lightsheet_psilocybin2,1634.8022448776276,Cortex,lightsheet
66,337,SSp-ll,Primary somatosensory area lower limb,1465.0,2.352578125,622.7210839172451,m,psi,lightsheet_psilocybin3,622.7210839172451,Cortex,lightsheet
67,337,SSp-ll,Primary somatosensory area lower limb,2098.0,2.352578125,891.78760003985,m,psi,lightsheet_psilocybin4,891.78760003985,Cortex,lightsheet
68,337,SSp-ll,Primary somatosensory area lower limb,1511.0,2.352578125,642.2741008866602,f,sal,lightsheet_saline1,642.2741008866602,Cortex,lightsheet
69,337,SSp-ll,Primary somatosensory area lower limb,639.0,2.352578125,271.61690964035466,f,sal,lightsheet_saline2,271.61690964035466,Cortex,lightsheet
70,337,SSp-ll,Primary somatosensory area lower limb,63.0,2.352578125,26.779131936372995,m,sal,lightsheet_saline3,26.779131936372995,Cortex,lightsheet
71,337,SSp-ll,Primary somatosensory area lower limb,1377.0,2.352578125,585.3153123235812,m,sal,lightsheet_saline4,585.3153123235812,Cortex,lightsheet
72,345,SSp-m,Primary somatosensory area mouth,1228.0,6.212828125,197.65555642181877,f,ket,lightsheet_ketamine1,197.65555642181877,Cortex,lightsheet
73,345,SSp-m,Primary somatosensory area mouth,3066.0,6.212828125,493.4950618805345,f,ket,lightsheet_ketamine2,493.4950618805345,Cortex,lightsheet
74,345,SSp-m,Primary somatosensory area mouth,3562.0,6.212828125,573.3298794580769,m,ket,lightsheet_ketamine3,573.3298794580769,Cortex,lightsheet
75,345,SSp-m,Primary somatosensory area mouth,33812.0,6.212828125,5442.288007927147,m,ket,lightsheet_ketamine4,5442.288007927147,Cortex,lightsheet
76,345,SSp-m,Primary somatosensory area mouth,13912.0,6.212828125,2239.2378672152627,f,psi,lightsheet_psilocybin1,2239.2378672152627,Cortex,lightsheet
77,345,SSp-m,Primary somatosensory area mouth,31295.0,6.212828125,5037.158500179819,f,psi,lightsheet_psilocybin2,5037.158500179819,Cortex,lightsheet
78,345,SSp-m,Primary somatosensory area mouth,15883.0,6.212828125,2556.484692709892,m,psi,lightsheet_psilocybin3,2556.484692709892,Cortex,lightsheet
79,345,SSp-m,Primary somatosensory area mouth,19622.0,6.212828125,3158.3040131180196,m,psi,lightsheet_psilocybin4,3158.3040131180196,Cortex,lightsheet
80,345,SSp-m,Primary somatosensory area mouth,11011.0,6.212828125,1772.3007587627415,f,sal,lightsheet_saline1,1772.3007587627415,Cortex,lightsheet
81,345,SSp-m,Primary somatosensory area mouth,9612.0,6.212828125,1547.121505151891,f,sal,lightsheet_saline2,1547.121505151891,Cortex,lightsheet
82,345,SSp-m,Primary somatosensory area mouth,1357.0,6.212828125,218.41904728371995,m,sal,lightsheet_saline3,218.41904728371995,Cortex,lightsheet
83,345,SSp-m,Primary somatosensory area mouth,10485.0,6.212828125,1687.6372223801059,m,sal,lightsheet_saline4,1687.6372223801059,Cortex,lightsheet
84,369,SSp-ul,Primary somatosensory area upper limb,542.0,3.770875,143.73321841747605,f,ket,lightsheet_ketamine1,143.73321841747605,Cortex,lightsheet
85,369,SSp-ul,Primary somatosensory area upper limb,1424.0,3.770875,377.6311863957304,f,ket,lightsheet_ketamine2,377.6311863957304,Cortex,lightsheet
86,369,SSp-ul,Primary somatosensory area upper limb,251.0,3.770875,66.56280041104517,m,ket,lightsheet_ketamine3,66.56280041104517,Cortex,lightsheet
87,369,SSp-ul,Primary somatosensory area upper limb,7280.0,3.770875,1930.5864023601948,m,ket,lightsheet_ketamine4,1930.5864023601948,Cortex,lightsheet
88,369,SSp-ul,Primary somatosensory area upper limb,4370.0,3.770875,1158.882222295886,f,psi,lightsheet_psilocybin1,1158.882222295886,Cortex,lightsheet
89,369,SSp-ul,Primary somatosensory area upper limb,3947.0,3.770875,1046.7066662246825,f,psi,lightsheet_psilocybin2,1046.7066662246825,Cortex,lightsheet
90,369,SSp-ul,Primary somatosensory area upper limb,1572.0,3.770875,416.87937149865746,m,psi,lightsheet_psilocybin3,416.87937149865746,Cortex,lightsheet
91,369,SSp-ul,Primary somatosensory area upper limb,2372.0,3.770875,629.0317234063712,m,psi,lightsheet_psilocybin4,629.0317234063712,Cortex,lightsheet
92,369,SSp-ul,Primary somatosensory area upper limb,2519.0,3.770875,668.0147180694136,f,sal,lightsheet_saline1,668.0147180694136,Cortex,lightsheet
93,369,SSp-ul,Primary somatosensory area upper limb,919.0,3.770875,243.71001425398615,f,sal,lightsheet_saline2,243.71001425398615,Cortex,lightsheet
94,369,SSp-ul,Primary somatosensory area upper limb,67.0,3.770875,17.767759472271024,m,sal,lightsheet_saline3,17.767759472271024,Cortex,lightsheet
95,369,SSp-ul,Primary somatosensory area upper limb,2010.0,3.770875,533.0327841681307,m,sal,lightsheet_saline4,533.0327841681307,Cortex,lightsheet
96,361,SSp-tr,Primary somatosensory area trunk,1101.0,1.4007343749999999,786.0162637901994,f,ket,lightsheet_ketamine1,786.0162637901994,Cortex,lightsheet
97,361,SSp-tr,Primary somatosensory area trunk,2544.0,1.4007343749999999,1816.190168103785,f,ket,lightsheet_ketamine2,1816.190168103785,Cortex,lightsheet
98,361,SSp-tr,Primary somatosensory area trunk,440.0,1.4007343749999999,314.1209410242395,m,ket,lightsheet_ketamine3,314.1209410242395,Cortex,lightsheet
99,361,SSp-tr,Primary somatosensory area trunk,5421.0,1.4007343749999999,3870.1127756645515,m,ket,lightsheet_ketamine4,3870.1127756645515,Cortex,lightsheet
100,361,SSp-tr,Primary somatosensory area trunk,2141.0,1.4007343749999999,1528.4839425747657,f,psi,lightsheet_psilocybin1,1528.4839425747657,Cortex,lightsheet
101,361,SSp-tr,Primary somatosensory area trunk,3493.0,1.4007343749999999,2493.691924994702,f,psi,lightsheet_psilocybin2,2493.691924994702,Cortex,lightsheet
102,361,SSp-tr,Primary somatosensory area trunk,1522.0,1.4007343749999999,1086.5728914520287,m,psi,lightsheet_psilocybin3,1086.5728914520287,Cortex,lightsheet
103,361,SSp-tr,Primary somatosensory area trunk,1853.0,1.4007343749999999,1322.8775084498088,m,psi,lightsheet_psilocybin4,1322.8775084498088,Cortex,lightsheet
104,361,SSp-tr,Primary somatosensory area trunk,2805.0,1.4007343749999999,2002.520999029527,f,sal,lightsheet_saline1,2002.520999029527,Cortex,lightsheet
105,361,SSp-tr,Primary somatosensory area trunk,1036.0,1.4007343749999999,739.612033866164,f,sal,lightsheet_saline2,739.612033866164,Cortex,lightsheet
106,361,SSp-tr,Primary somatosensory area trunk,131.0,1.4007343749999999,93.52237107767132,m,sal,lightsheet_saline3,93.52237107767132,Cortex,lightsheet
107,361,SSp-tr,Primary somatosensory area trunk,1725.0,1.4007343749999999,1231.4968710609392,m,sal,lightsheet_saline4,1231.4968710609392,Cortex,lightsheet
108,182305689,SSp-un,Primary somatosensory area unassigned,228.0,1.26240625,180.60747085179594,f,ket,lightsheet_ketamine1,180.60747085179594,Cortex,lightsheet
109,182305689,SSp-un,Primary somatosensory area unassigned,705.0,1.26240625,558.4573111864743,f,ket,lightsheet_ketamine2,558.4573111864743,Cortex,lightsheet
110,182305689,SSp-un,Primary somatosensory area unassigned,92.0,1.26240625,72.87669876475977,m,ket,lightsheet_ketamine3,72.87669876475977,Cortex,lightsheet
111,182305689,SSp-un,Primary somatosensory area unassigned,2927.0,1.26240625,2318.588013961433,m,ket,lightsheet_ketamine4,2318.588013961433,Cortex,lightsheet
112,182305689,SSp-un,Primary somatosensory area unassigned,2550.0,1.26240625,2019.9519766319281,f,psi,lightsheet_psilocybin1,2019.9519766319281,Cortex,lightsheet
113,182305689,SSp-un,Primary somatosensory area unassigned,1574.0,1.26240625,1246.8252593014333,f,psi,lightsheet_psilocybin2,1246.8252593014333,Cortex,lightsheet
114,182305689,SSp-un,Primary somatosensory area unassigned,894.0,1.26240625,708.1713988662525,m,psi,lightsheet_psilocybin3,708.1713988662525,Cortex,lightsheet
115,182305689,SSp-un,Primary somatosensory area unassigned,1526.0,1.26240625,1208.80263385895,m,psi,lightsheet_psilocybin4,1208.80263385895,Cortex,lightsheet
116,182305689,SSp-un,Primary somatosensory area unassigned,1263.0,1.26240625,1000.4703319553432,f,sal,lightsheet_saline1,1000.4703319553432,Cortex,lightsheet
117,182305689,SSp-un,Primary somatosensory area unassigned,380.0,1.26240625,301.0124514196599,f,sal,lightsheet_saline2,301.0124514196599,Cortex,lightsheet
118,182305689,SSp-un,Primary somatosensory area unassigned,40.0,1.26240625,31.685521202069463,m,sal,lightsheet_saline3,31.685521202069463,Cortex,lightsheet
119,182305689,SSp-un,Primary somatosensory area unassigned,980.0,1.26240625,776.2952694507018,m,sal,lightsheet_saline4,776.2952694507018,Cortex,lightsheet
120,378,SSs,Supplemental somatosensory area,7499.0,9.02325,831.0752777546892,f,ket,lightsheet_ketamine1,831.0752777546892,Cortex,lightsheet
121,378,SSs,Supplemental somatosensory area,12982.0,9.02325,1438.727731139002,f,ket,lightsheet_ketamine2,1438.727731139002,Cortex,lightsheet
122,378,SSs,Supplemental somatosensory area,16734.0,9.02325,1854.542432050536,m,ket,lightsheet_ketamine3,1854.542432050536,Cortex,lightsheet
123,378,SSs,Supplemental somatosensory area,51597.0,9.02325,5718.227911229324,m,ket,lightsheet_ketamine4,5718.227911229324,Cortex,lightsheet
124,378,SSs,Supplemental somatosensory area,32958.0,9.02325,3652.564209126423,f,psi,lightsheet_psilocybin1,3652.564209126423,Cortex,lightsheet
125,378,SSs,Supplemental somatosensory area,60694.0,9.02325,6726.4012412379125,f,psi,lightsheet_psilocybin2,6726.4012412379125,Cortex,lightsheet
126,378,SSs,Supplemental somatosensory area,38438.0,9.02325,4259.884188069708,m,psi,lightsheet_psilocybin3,4259.884188069708,Cortex,lightsheet
127,378,SSs,Supplemental somatosensory area,45273.0,9.02325,5017.3717895436785,m,psi,lightsheet_psilocybin4,5017.3717895436785,Cortex,lightsheet
128,378,SSs,Supplemental somatosensory area,15943.0,9.02325,1766.8800044329923,f,sal,lightsheet_saline1,1766.8800044329923,Cortex,lightsheet
129,378,SSs,Supplemental somatosensory area,11548.0,9.02325,1279.8049483279306,f,sal,lightsheet_saline2,1279.8049483279306,Cortex,lightsheet
130,378,SSs,Supplemental somatosensory area,7866.0,9.02325,871.7479843737012,m,sal,lightsheet_saline3,871.7479843737012,Cortex,lightsheet
131,378,SSs,Supplemental somatosensory area,30976.0,9.02325,3432.909428421023,m,sal,lightsheet_saline4,3432.909428421023,Cortex,lightsheet
132,1057,GU,Gustatory areas,1775.0,1.7686875,1003.5690307077989,f,ket,lightsheet_ketamine1,1003.5690307077989,Cortex,lightsheet
133,1057,GU,Gustatory areas,1500.0,1.7686875,848.086504823492,f,ket,lightsheet_ketamine2,848.086504823492,Cortex,lightsheet
134,1057,GU,Gustatory areas,2187.0,1.7686875,1236.5101240326514,m,ket,lightsheet_ketamine3,1236.5101240326514,Cortex,lightsheet
135,1057,GU,Gustatory areas,5977.0,1.7686875,3379.342026220008,m,ket,lightsheet_ketamine4,3379.342026220008,Cortex,lightsheet
136,1057,GU,Gustatory areas,8248.0,1.7686875,4663.344994522775,f,psi,lightsheet_psilocybin1,4663.344994522775,Cortex,lightsheet
137,1057,GU,Gustatory areas,18070.0,1.7686875,10216.615428107001,f,psi,lightsheet_psilocybin2,10216.615428107001,Cortex,lightsheet
138,1057,GU,Gustatory areas,13547.0,1.7686875,7659.351920562564,m,psi,lightsheet_psilocybin3,7659.351920562564,Cortex,lightsheet
139,1057,GU,Gustatory areas,14455.0,1.7686875,8172.726951482385,m,psi,lightsheet_psilocybin4,8172.726951482385,Cortex,lightsheet
140,1057,GU,Gustatory areas,7176.0,1.7686875,4057.245839075586,f,sal,lightsheet_saline1,4057.245839075586,Cortex,lightsheet
141,1057,GU,Gustatory areas,5856.0,1.7686875,3310.929714830913,f,sal,lightsheet_saline2,3310.929714830913,Cortex,lightsheet
142,1057,GU,Gustatory areas,3297.0,1.7686875,1864.0941376020355,m,sal,lightsheet_saline3,1864.0941376020355,Cortex,lightsheet
143,1057,GU,Gustatory areas,6612.0,1.7686875,3738.365313261953,m,sal,lightsheet_saline4,3738.365313261953,Cortex,lightsheet
144,677,VISC,Visceral area,2926.0,2.353421875,1243.2959985128039,f,ket,lightsheet_ketamine1,1243.2959985128039,Cortex,lightsheet
145,677,VISC,Visceral area,1779.0,2.353421875,755.9205677902522,f,ket,lightsheet_ketamine2,755.9205677902522,Cortex,lightsheet
146,677,VISC,Visceral area,4034.0,2.353421875,1714.0998147644057,m,ket,lightsheet_ketamine3,1714.0998147644057,Cortex,lightsheet
147,677,VISC,Visceral area,11672.0,2.353421875,4959.586771921206,m,ket,lightsheet_ketamine4,4959.586771921206,Cortex,lightsheet
148,677,VISC,Visceral area,9759.0,2.353421875,4146.727836461536,f,psi,lightsheet_psilocybin1,4146.727836461536,Cortex,lightsheet
149,677,VISC,Visceral area,14356.0,2.353421875,6100.053778075807,f,psi,lightsheet_psilocybin2,6100.053778075807,Cortex,lightsheet
150,677,VISC,Visceral area,12631.0,2.353421875,5367.078522629947,m,psi,lightsheet_psilocybin3,5367.078522629947,Cortex,lightsheet
151,677,VISC,Visceral area,10200.0,2.353421875,4334.114553940738,m,psi,lightsheet_psilocybin4,4334.114553940738,Cortex,lightsheet
152,677,VISC,Visceral area,6133.0,2.353421875,2605.992603854759,f,sal,lightsheet_saline1,2605.992603854759,Cortex,lightsheet
153,677,VISC,Visceral area,5221.0,2.353421875,2218.4717731494698,f,sal,lightsheet_saline2,2218.4717731494698,Cortex,lightsheet
154,677,VISC,Visceral area,2396.0,2.353421875,1018.0920069845106,m,sal,lightsheet_saline3,1018.0920069845106,Cortex,lightsheet
155,677,VISC,Visceral area,8550.0,2.353421875,3633.007787862089,m,sal,lightsheet_saline4,3633.007787862089,Cortex,lightsheet
156,1011,AUDd,Dorsal auditory area,1391.0,1.2143437499999998,1145.4746648138141,f,ket,lightsheet_ketamine1,1145.4746648138141,Cortex,lightsheet
157,1011,AUDd,Dorsal auditory area,3789.0,1.2143437499999998,3120.203813788312,f,ket,lightsheet_ketamine2,3120.203813788312,Cortex,lightsheet
158,1011,AUDd,Dorsal auditory area,2248.0,1.2143437499999998,1851.2056409068687,m,ket,lightsheet_ketamine3,1851.2056409068687,Cortex,lightsheet
159,1011,AUDd,Dorsal auditory area,8151.0,1.2143437499999998,6712.267428394967,m,ket,lightsheet_ketamine4,6712.267428394967,Cortex,lightsheet
160,1011,AUDd,Dorsal auditory area,10754.0,1.2143437499999998,8855.812038395225,f,psi,lightsheet_psilocybin1,8855.812038395225,Cortex,lightsheet
161,1011,AUDd,Dorsal auditory area,9929.0,1.2143437499999998,8176.432744023265,f,psi,lightsheet_psilocybin2,8176.432744023265,Cortex,lightsheet
162,1011,AUDd,Dorsal auditory area,4623.0,1.2143437499999998,3806.99451864433,m,psi,lightsheet_psilocybin3,3806.99451864433,Cortex,lightsheet
163,1011,AUDd,Dorsal auditory area,9663.0,1.2143437499999998,7957.384389716669,m,psi,lightsheet_psilocybin4,7957.384389716669,Cortex,lightsheet
164,1011,AUDd,Dorsal auditory area,4311.0,1.2143437499999998,3550.0656218636614,f,sal,lightsheet_saline1,3550.0656218636614,Cortex,lightsheet
165,1011,AUDd,Dorsal auditory area,685.0,1.2143437499999998,564.0906868421731,f,sal,lightsheet_saline2,564.0906868421731,Cortex,lightsheet
166,1011,AUDd,Dorsal auditory area,2177.0,1.2143437499999998,1792.7378470881908,m,sal,lightsheet_saline3,1792.7378470881908,Cortex,lightsheet
167,1011,AUDd,Dorsal auditory area,8521.0,1.2143437499999998,7016.958748295119,m,sal,lightsheet_saline4,7016.958748295119,Cortex,lightsheet
168,1002,AUDp,Primary auditory area,5307.0,2.1518125,2466.292950710157,f,ket,lightsheet_ketamine1,2466.292950710157,Cortex,lightsheet
169,1002,AUDp,Primary auditory area,8485.0,2.1518125,3943.1874292021257,f,ket,lightsheet_ketamine2,3943.1874292021257,Cortex,lightsheet
170,1002,AUDp,Primary auditory area,5481.0,2.1518125,2547.155014667867,m,ket,lightsheet_ketamine3,2547.155014667867,Cortex,lightsheet
171,1002,AUDp,Primary auditory area,16961.0,2.1518125,7882.192337854715,m,ket,lightsheet_ketamine4,7882.192337854715,Cortex,lightsheet
172,1002,AUDp,Primary auditory area,26455.0,2.1518125,12294.28679311046,f,psi,lightsheet_psilocybin1,12294.28679311046,Cortex,lightsheet
173,1002,AUDp,Primary auditory area,18008.0,2.1518125,8368.758895117488,f,psi,lightsheet_psilocybin2,8368.758895117488,Cortex,lightsheet
174,1002,AUDp,Primary auditory area,25496.0,2.1518125,11848.615992332045,m,psi,lightsheet_psilocybin3,11848.615992332045,Cortex,lightsheet
175,1002,AUDp,Primary auditory area,23627.0,2.1518125,10980.045891544918,m,psi,lightsheet_psilocybin4,10980.045891544918,Cortex,lightsheet
176,1002,AUDp,Primary auditory area,9288.0,2.1518125,4316.361207121903,f,sal,lightsheet_saline1,4316.361207121903,Cortex,lightsheet
177,1002,AUDp,Primary auditory area,2113.0,2.1518125,981.9628801301228,f,sal,lightsheet_saline2,981.9628801301228,Cortex,lightsheet
178,1002,AUDp,Primary auditory area,4076.0,2.1518125,1894.2170844346335,m,sal,lightsheet_saline3,1894.2170844346335,Cortex,lightsheet
179,1002,AUDp,Primary auditory area,22490.0,2.1518125,10451.654128786779,m,sal,lightsheet_saline4,10451.654128786779,Cortex,lightsheet
180,1027,AUDpo,Posterior auditory area,1715.0,0.6119375,2802.573792258196,f,ket,lightsheet_ketamine1,2802.573792258196,Cortex,lightsheet
