,Region_ID,abbreviation,Region_Name,count,volume_(mm^3),density_(cells/mm^3),sex,drug,dataset,scaled_cell_density,Brain_Area,method
45,353,SSp-n,Primary somatosensory area nose,69,0.355246848,194.2311392443375,f,ket,ket1,194.2311392443375,Cortex,serial2p
46,353,SSp-n,Primary somatosensory area nose,53,0.209757888,252.67226184123288,m,psi,psi3,252.67226184123288,Cortex,serial2p
47,353,SSp-n,Primary somatosensory area nose,116,0.320988816,361.38330751062676,f,ket,ket2,361.38330751062676,Cortex,serial2p
48,329,SSp-bfd,Primary somatosensory area barrel field,410,0.804084336,509.8967628689138,m,sal,sal3,509.8967628689138,Cortex,serial2p
49,329,SSp-bfd,Primary somatosensory area barrel field,236,0.704872224,334.81245531388674,m,ket,ket3,334.81245531388674,Cortex,serial2p
50,329,SSp-bfd,Primary somatosensory area barrel field,284,0.733042224,387.4265229229142,m,ket,ket4,387.4265229229142,Cortex,serial2p
51,329,SSp-bfd,Primary somatosensory area barrel field,354,0.767548512,461.2086330251397,f,psi,psi1,461.2086330251397,Cortex,serial2p
52,329,SSp-bfd,Primary somatosensory area barrel field,291,0.98219088,296.27642235896144,f,psi,psi2,296.27642235896144,Cortex,serial2p
53,329,SSp-bfd,Primary somatosensory area barrel field,372,0.722525328,514.8608437433213,m,psi,psi4,514.8608437433213,Cortex,serial2p
54,329,SSp-bfd,Primary somatosensory area barrel field,413,0.859621248,480.44415021253644,f,sal,sal1,480.44415021253644,Cortex,serial2p
55,329,SSp-bfd,Primary somatosensory area barrel field,167,0.859043808,194.40219281575918,f,sal,sal2,194.40219281575918,Cortex,serial2p
56,329,SSp-bfd,Primary somatosensory area barrel field,367,0.678041568,541.2647503051022,m,sal,sal4,541.2647503051022,Cortex,serial2p
57,329,SSp-bfd,Primary somatosensory area barrel field,276,0.888495696,310.6374079723173,f,ket,ket2,310.6374079723173,Cortex,serial2p
58,329,SSp-bfd,Primary somatosensory area barrel field,237,0.689549184,343.70282134943403,m,psi,psi3,343.70282134943403,Cortex,serial2p
59,329,SSp-bfd,Primary somatosensory area barrel field,223,0.7147728,311.98724965471547,f,ket,ket1,311.98724965471547,Cortex,serial2p
60,337,SSp-ll,Primary somatosensory area lower limb,147,0.356558544,412.27451276556707,m,sal,sal3,412.27451276556707,Cortex,serial2p
61,337,SSp-ll,Primary somatosensory area lower limb,106,0.300918672,352.2546450690172,f,sal,sal2,352.2546450690172,Cortex,serial2p
62,337,SSp-ll,Primary somatosensory area lower limb,276,0.32515992,848.8131009504492,f,sal,sal1,848.8131009504492,Cortex,serial2p
63,337,SSp-ll,Primary somatosensory area lower limb,219,0.297783072,735.4346858239142,m,psi,psi4,735.4346858239142,Cortex,serial2p
64,337,SSp-ll,Primary somatosensory area lower limb,18,0.101290752,177.70625298546506,m,psi,psi3,177.70625298546506,Cortex,serial2p
65,337,SSp-ll,Primary somatosensory area lower limb,78,0.420969744,185.28647512492014,f,psi,psi2,185.28647512492014,Cortex,serial2p
66,337,SSp-ll,Primary somatosensory area lower limb,273,0.288579168,946.0142320460221,f,psi,psi1,946.0142320460221,Cortex,serial2p
67,337,SSp-ll,Primary somatosensory area lower limb,202,0.267257232,755.8261323308175,m,ket,ket4,755.8261323308175,Cortex,serial2p
68,337,SSp-ll,Primary somatosensory area lower limb,151,0.357131808,422.81308082196927,m,ket,ket3,422.81308082196927,Cortex,serial2p
69,337,SSp-ll,Primary somatosensory area lower limb,79,0.285654528,276.5578426259009,f,ket,ket2,276.5578426259009,Cortex,serial2p
70,337,SSp-ll,Primary somatosensory area lower limb,167,0.25290648,660.3231360461781,f,ket,ket1,660.3231360461781,Cortex,serial2p
71,337,SSp-ll,Primary somatosensory area lower limb,155,0.277924608,557.7052032758467,m,sal,sal4,557.7052032758467,Cortex,serial2p
72,345,SSp-m,Primary somatosensory area mouth,136,0.751653936,180.93432826778945,f,psi,psi2,180.93432826778945,Cortex,serial2p
73,345,SSp-m,Primary somatosensory area mouth,143,0.666439344,214.57316601644092,f,ket,ket1,214.57316601644092,Cortex,serial2p
74,345,SSp-m,Primary somatosensory area mouth,178,0.808681536,220.11136903217238,f,ket,ket2,220.11136903217238,Cortex,serial2p
75,345,SSp-m,Primary somatosensory area mouth,195,0.680398272,286.59684779446354,m,ket,ket3,286.59684779446354,Cortex,serial2p
76,345,SSp-m,Primary somatosensory area mouth,173,0.713327328,242.52540623257883,m,ket,ket4,242.52540623257883,Cortex,serial2p
77,345,SSp-m,Primary somatosensory area mouth,232,0.683067168,339.64449013014195,f,psi,psi1,339.64449013014195,Cortex,serial2p
78,345,SSp-m,Primary somatosensory area mouth,225,0.888042096,253.36636744301367,m,sal,sal4,253.36636744301367,Cortex,serial2p
79,345,SSp-m,Primary somatosensory area mouth,194,0.894278016,216.9347747893201,m,psi,psi3,216.9347747893201,Cortex,serial2p
80,345,SSp-m,Primary somatosensory area mouth,248,0.667421712,371.5791613324081,m,psi,psi4,371.5791613324081,Cortex,serial2p
81,345,SSp-m,Primary somatosensory area mouth,102,0.659906928,154.56725133820692,f,sal,sal1,154.56725133820692,Cortex,serial2p
82,345,SSp-m,Primary somatosensory area mouth,248,0.800781696,309.6973884877608,f,sal,sal2,309.6973884877608,Cortex,serial2p
83,345,SSp-m,Primary somatosensory area mouth,136,0.88552152,153.5818124442645,m,sal,sal3,153.5818124442645,Cortex,serial2p
84,369,SSp-ul,Primary somatosensory area upper limb,157,0.462480624,339.47368138821747,m,sal,sal4,339.47368138821747,Cortex,serial2p
85,369,SSp-ul,Primary somatosensory area upper limb,154,0.458325216,336.0059508486655,m,sal,sal3,336.0059508486655,Cortex,serial2p
86,369,SSp-ul,Primary somatosensory area upper limb,179,0.464275728,385.54675423394093,f,sal,sal2,385.54675423394093,Cortex,serial2p
87,369,SSp-ul,Primary somatosensory area upper limb,192,0.453662784,423.22184400296766,f,sal,sal1,423.22184400296766,Cortex,serial2p
88,369,SSp-ul,Primary somatosensory area upper limb,111,0.426679632,260.1483447421742,f,ket,ket2,260.1483447421742,Cortex,serial2p
89,369,SSp-ul,Primary somatosensory area upper limb,76,0.32884704,231.11048832916362,m,psi,psi3,231.11048832916362,Cortex,serial2p
90,369,SSp-ul,Primary somatosensory area upper limb,92,0.537426432,171.18622107518524,f,psi,psi2,171.18622107518524,Cortex,serial2p
91,369,SSp-ul,Primary somatosensory area upper limb,117,0.486613296,240.43732664468752,m,ket,ket3,240.43732664468752,Cortex,serial2p
92,369,SSp-ul,Primary somatosensory area upper limb,140,0.436639248,320.6308197013018,m,ket,ket4,320.6308197013018,Cortex,serial2p
93,369,SSp-ul,Primary somatosensory area upper limb,155,0.438185232,353.731683955976,f,ket,ket1,353.731683955976,Cortex,serial2p
94,369,SSp-ul,Primary somatosensory area upper limb,165,0.449097984,367.40311887037996,m,psi,psi4,367.40311887037996,Cortex,serial2p
95,369,SSp-ul,Primary somatosensory area upper limb,228,0.465790032,489.49093869831887,f,psi,psi1,489.49093869831887,Cortex,serial2p
96,361,SSp-tr,Primary somatosensory area trunk,113,0.153185472,737.6678644826059,f,ket,ket1,737.6678644826059,Cortex,serial2p
97,361,SSp-tr,Primary somatosensory area trunk,107,0.213500448,501.16990855213567,f,ket,ket2,501.16990855213567,Cortex,serial2p
98,361,SSp-tr,Primary somatosensory area trunk,104,0.16291008,638.3889812097569,m,sal,sal4,638.3889812097569,Cortex,serial2p
99,361,SSp-tr,Primary somatosensory area trunk,98,0.157425696,622.5159074411841,m,ket,ket3,622.5159074411841,Cortex,serial2p
100,361,SSp-tr,Primary somatosensory area trunk,84,0.162784512,516.0196075656141,m,sal,sal3,516.0196075656141,Cortex,serial2p
101,361,SSp-tr,Primary somatosensory area trunk,79,0.176517072,447.54877873795687,f,sal,sal2,447.54877873795687,Cortex,serial2p
102,361,SSp-tr,Primary somatosensory area trunk,154,0.178953552,860.5584984420987,f,sal,sal1,860.5584984420987,Cortex,serial2p
103,361,SSp-tr,Primary somatosensory area trunk,115,0.162136368,709.2794874990662,m,psi,psi4,709.2794874990662,Cortex,serial2p
104,361,SSp-tr,Primary somatosensory area trunk,58,0.163102176,355.6053108696723,m,psi,psi3,355.6053108696723,Cortex,serial2p
105,361,SSp-tr,Primary somatosensory area trunk,60,0.265336848,226.12765792710402,f,psi,psi2,226.12765792710402,Cortex,serial2p
106,361,SSp-tr,Primary somatosensory area trunk,124,0.168923088,734.0618826480369,f,psi,psi1,734.0618826480369,Cortex,serial2p
107,361,SSp-tr,Primary somatosensory area trunk,170,0.15698016,1082.9393982016582,m,ket,ket4,1082.9393982016582,Cortex,serial2p
108,182305689,SSp-un,Primary somatosensory area unassigned,55,0.169502112,324.4797327363095,f,psi,psi1,324.4797327363095,Cortex,serial2p
109,182305689,SSp-un,Primary somatosensory area unassigned,42,0.186519168,225.17792916597182,m,ket,ket3,225.17792916597182,Cortex,serial2p
110,182305689,SSp-un,Primary somatosensory area unassigned,25,0.08518608,293.47517810421607,m,psi,psi3,293.47517810421607,Cortex,serial2p
111,182305689,SSp-un,Primary somatosensory area unassigned,56,0.153036864,365.9249055181894,m,psi,psi4,365.9249055181894,Cortex,serial2p
112,182305689,SSp-un,Primary somatosensory area unassigned,57,0.16489584,345.67275924001484,f,sal,sal1,345.67275924001484,Cortex,serial2p
113,182305689,SSp-un,Primary somatosensory area unassigned,14,0.160606944,87.16933185653542,f,sal,sal2,87.16933185653542,Cortex,serial2p
114,182305689,SSp-un,Primary somatosensory area unassigned,73,0.157190688,464.4041000698464,m,sal,sal3,464.4041000698464,Cortex,serial2p
115,182305689,SSp-un,Primary somatosensory area unassigned,66,0.150976368,437.15450884339725,m,sal,sal4,437.15450884339725,Cortex,serial2p
116,182305689,SSp-un,Primary somatosensory area unassigned,47,0.14598504,321.95079715017374,f,ket,ket1,321.95079715017374,Cortex,serial2p
117,182305689,SSp-un,Primary somatosensory area unassigned,34,0.147579984,230.3835457794873,f,ket,ket2,230.3835457794873,Cortex,serial2p
118,182305689,SSp-un,Primary somatosensory area unassigned,38,0.198771984,191.1738225644515,f,psi,psi2,191.1738225644515,Cortex,serial2p
119,182305689,SSp-un,Primary somatosensory area unassigned,36,0.148001904,243.24011399204704,m,ket,ket4,243.24011399204704,Cortex,serial2p
120,378,SSs,Supplemental somatosensory area,585,0.998378784,585.949951436468,m,sal,sal4,585.949951436468,Cortex,serial2p
121,378,SSs,Supplemental somatosensory area,457,1.110547152,411.5088667572396,f,ket,ket1,411.5088667572396,Cortex,serial2p
122,378,SSs,Supplemental somatosensory area,791,1.12321152,704.2306688592369,m,ket,ket3,704.2306688592369,Cortex,serial2p
123,378,SSs,Supplemental somatosensory area,677,1.093164336,619.3030431977063,m,ket,ket4,619.3030431977063,Cortex,serial2p
124,378,SSs,Supplemental somatosensory area,586,1.16168616,504.43916797631476,f,psi,psi1,504.43916797631476,Cortex,serial2p
125,378,SSs,Supplemental somatosensory area,728,1.006908336,723.0052368937783,m,psi,psi3,723.0052368937783,Cortex,serial2p
126,378,SSs,Supplemental somatosensory area,1049,1.081995696,969.5047807288137,m,psi,psi4,969.5047807288137,Cortex,serial2p
127,378,SSs,Supplemental somatosensory area,408,1.204449984,338.74382948225434,f,sal,sal1,338.74382948225434,Cortex,serial2p
128,378,SSs,Supplemental somatosensory area,598,1.296564192,461.218969095207,f,sal,sal2,461.218969095207,Cortex,serial2p
129,378,SSs,Supplemental somatosensory area,304,1.061363952,286.4238976904691,m,sal,sal3,286.4238976904691,Cortex,serial2p
130,378,SSs,Supplemental somatosensory area,375,1.108176768,338.3936668125495,f,ket,ket2,338.3936668125495,Cortex,serial2p
131,378,SSs,Supplemental somatosensory area,545,1.183012416,460.68831791533796,f,psi,psi2,460.68831791533796,Cortex,serial2p
132,1057,GU,Gustatory areas,157,0.206223552,761.3097460371548,f,ket,ket1,761.3097460371548,Cortex,serial2p
133,1057,GU,Gustatory areas,66,0.230975424,285.74468598009804,f,ket,ket2,285.74468598009804,Cortex,serial2p
134,1057,GU,Gustatory areas,97,0.257730768,376.3617388514514,m,sal,sal4,376.3617388514514,Cortex,serial2p
135,1057,GU,Gustatory areas,64,0.236458368,270.6607532705292,m,sal,sal3,270.6607532705292,Cortex,serial2p
136,1057,GU,Gustatory areas,112,0.259063056,432.327178291296,f,sal,sal2,432.327178291296,Cortex,serial2p
137,1057,GU,Gustatory areas,84,0.208764,402.36822440650684,f,sal,sal1,402.36822440650684,Cortex,serial2p
138,1057,GU,Gustatory areas,367,0.202247856,1814.6051446893953,m,psi,psi4,1814.6051446893953,Cortex,serial2p
139,1057,GU,Gustatory areas,155,0.241312464,642.3207381447152,m,psi,psi3,642.3207381447152,Cortex,serial2p
140,1057,GU,Gustatory areas,82,0.198112032,413.9072179119338,f,psi,psi2,413.9072179119338,Cortex,serial2p
141,1057,GU,Gustatory areas,130,0.20693376,628.2203541848368,f,psi,psi1,628.2203541848368,Cortex,serial2p
142,1057,GU,Gustatory areas,192,0.202860432,946.4635271998237,m,ket,ket4,946.4635271998237,Cortex,serial2p
143,1057,GU,Gustatory areas,111,0.22110408,502.02601417395823,m,ket,ket3,502.02601417395823,Cortex,serial2p
144,677,VISC,Visceral area,341,0.28386936,1201.2568034817143,m,psi,psi3,1201.2568034817143,Cortex,serial2p
145,677,VISC,Visceral area,171,0.32510664,525.981259564554,f,sal,sal2,525.981259564554,Cortex,serial2p
146,677,VISC,Visceral area,511,0.300605472,1699.9025220671965,m,psi,psi4,1699.9025220671965,Cortex,serial2p
147,677,VISC,Visceral area,67,0.235837584,284.0938194142966,m,sal,sal3,284.0938194142966,Cortex,serial2p
148,677,VISC,Visceral area,141,0.261189216,539.8385207450525,f,psi,psi2,539.8385207450525,Cortex,serial2p
149,677,VISC,Visceral area,157,0.315204912,498.0886846078084,f,sal,sal1,498.0886846078084,Cortex,serial2p
150,677,VISC,Visceral area,261,0.29097288,896.9908123396243,m,ket,ket4,896.9908123396243,Cortex,serial2p
151,677,VISC,Visceral area,283,0.288381888,981.3376351846341,f,ket,ket1,981.3376351846341,Cortex,serial2p
152,677,VISC,Visceral area,347,0.317031984,1094.5267907101766,f,psi,psi1,1094.5267907101766,Cortex,serial2p
153,677,VISC,Visceral area,275,0.292330368,940.7164978494468,m,ket,ket3,940.7164978494468,Cortex,serial2p
154,677,VISC,Visceral area,146,0.282161664,517.4338637299786,f,ket,ket2,517.4338637299786,Cortex,serial2p
155,677,VISC,Visceral area,154,0.23580432,653.0838790400447,m,sal,sal4,653.0838790400447,Cortex,serial2p
156,1011,AUDd,Dorsal auditory area,165,0.107402832,1536.272339634396,m,sal,sal4,1536.272339634396,Cortex,serial2p
157,1011,AUDd,Dorsal auditory area,36,0.108545328,331.6586781146398,m,sal,sal3,331.6586781146398,Cortex,serial2p
158,1011,AUDd,Dorsal auditory area,150,0.1467936,1021.8429141324963,f,sal,sal2,1021.8429141324963,Cortex,serial2p
159,1011,AUDd,Dorsal auditory area,93,0.081975744,1134.4819267514058,f,sal,sal1,1134.4819267514058,Cortex,serial2p
160,1011,AUDd,Dorsal auditory area,146,0.14622264,998.4773903685505,f,ket,ket1,998.4773903685505,Cortex,serial2p
161,1011,AUDd,Dorsal auditory area,374,0.140086512,2669.7788006885344,m,psi,psi4,2669.7788006885344,Cortex,serial2p
162,1011,AUDd,Dorsal auditory area,138,0.136420848,1011.5755914374612,f,psi,psi2,1011.5755914374612,Cortex,serial2p
163,1011,AUDd,Dorsal auditory area,152,0.137302704,1107.0430193421391,f,psi,psi1,1107.0430193421391,Cortex,serial2p
164,1011,AUDd,Dorsal auditory area,241,0.131025024,1839.343299795923,m,ket,ket4,1839.343299795923,Cortex,serial2p
165,1011,AUDd,Dorsal auditory area,168,0.121000896,1388.4194708773066,m,ket,ket3,1388.4194708773066,Cortex,serial2p
166,1011,AUDd,Dorsal auditory area,180,0.17363376,1036.6647592035097,f,ket,ket2,1036.6647592035097,Cortex,serial2p
167,1011,AUDd,Dorsal auditory area,201,0.152416944,1318.7510176033973,m,psi,psi3,1318.7510176033973,Cortex,serial2p
168,1002,AUDp,Primary auditory area,53,0.148452048,357.01764114429733,m,sal,sal3,357.01764114429733,Cortex,serial2p
169,1002,AUDp,Primary auditory area,318,0.25825464,1231.3428327947952,f,ket,ket1,1231.3428327947952,Cortex,serial2p
170,1002,AUDp,Primary auditory area,332,0.267526656,1240.9978316328973,f,ket,ket2,1240.9978316328973,Cortex,serial2p
171,1002,AUDp,Primary auditory area,649,0.237128688,2736.910516706439,m,ket,ket4,2736.910516706439,Cortex,serial2p
172,1002,AUDp,Primary auditory area,650,0.253762416,2561.45102275508,f,psi,psi1,2561.45102275508,Cortex,serial2p
173,1002,AUDp,Primary auditory area,325,0.229905648,1413.6233834498926,f,psi,psi2,1413.6233834498926,Cortex,serial2p
174,1002,AUDp,Primary auditory area,341,0.225119232,1514.752857721192,m,ket,ket3,1514.752857721192,Cortex,serial2p
175,1002,AUDp,Primary auditory area,873,0.224943264,3880.9786275707283,m,psi,psi4,3880.9786275707283,Cortex,serial2p
176,1002,AUDp,Primary auditory area,142,0.136845936,1037.6632595066615,f,sal,sal1,1037.6632595066615,Cortex,serial2p
177,1002,AUDp,Primary auditory area,550,0.278982432,1971.4503026484479,f,sal,sal2,1971.4503026484479,Cortex,serial2p
178,1002,AUDp,Primary auditory area,607,0.265084992,2289.8316325656037,m,psi,psi3,2289.8316325656037,Cortex,serial2p
179,1002,AUDp,Primary auditory area,490,0.194232816,2522.7456929832083,m,sal,sal4,2522.7456929832083,Cortex,serial2p
180,1027,AUDpo,Posterior auditory area,109,0.066621744,1636.1024712892536,m,sal,sal4,1636.1024712892536,Cortex,serial2p
181,1027,AUDpo,Posterior auditory area,292,0.069421968,4206.161369553799,f,psi,psi1,4206.161369553799,Cortex,serial2p
182,1027,AUDpo,Posterior auditory area,104,0.058720176,1771.1118577028788,f,psi,psi2,1771.1118577028788,Cortex,serial2p
183,1027,AUDpo,Posterior auditory area,274,0.068456592,4002.536381010612,m,ket,ket4,4002.536381010612,Cortex,serial2p
184,1027,AUDpo,Posterior auditory area,146,0.073760688,1979.3741620197468,m,psi,psi3,1979.3741620197468,Cortex,serial2p
185,1027,AUDpo,Posterior auditory area,271,0.058797504,4609.039186425329,m,psi,psi4,4609.039186425329,Cortex,serial2p
186,1027,AUDpo,Posterior auditory area,78,0.053994672,1444.5869770261777,f,sal,sal1,1444.5869770261777,Cortex,serial2p
187,1027,AUDpo,Posterior auditory area,107,0.077743728,1376.3168136212867,f,sal,sal2,1376.3168136212867,Cortex,serial2p
188,1027,AUDpo,Posterior auditory area,43,0.062444448,688.6120604349005,m,sal,sal3,688.6120604349005,Cortex,serial2p
189,1027,AUDpo,Posterior auditory area,96,0.063892944,1502.5133291713717,f,ket,ket2,1502.5133291713717,Cortex,serial2p
190,1027,AUDpo,Posterior auditory area,129,0.076131792,1694.4301008966136,f,ket,ket1,1694.4301008966136,Cortex,serial2p
191,1027,AUDpo,Posterior auditory area,144,0.0777096,1853.0529046604279,m,ket,ket3,1853.0529046604279,Cortex,serial2p
192,1018,AUDv,Ventral auditory area,727,0.200905488,3618.6169289710992,f,psi,psi1,3618.6169289710992,Cortex,serial2p
193,1018,AUDv,Ventral auditory area,417,0.224537472,1857.151041586502,f,ket,ket1,1857.151041586502,Cortex,serial2p
194,1018,AUDv,Ventral auditory area,592,0.206672544,2864.4346682063388,m,sal,sal4,2864.4346682063388,Cortex,serial2p
195,1018,AUDv,Ventral auditory area,150,0.186280272,805.2382487395123,m,sal,sal3,805.2382487395123,Cortex,serial2p
196,1018,AUDv,Ventral auditory area,337,0.244939392,1375.850561431948,f,sal,sal2,1375.850561431948,Cortex,serial2p
197,1018,AUDv,Ventral auditory area,192,0.147517056,1301.5444125999911,f,sal,sal1,1301.5444125999911,Cortex,serial2p
198,1018,AUDv,Ventral auditory area,892,0.195382944,4565.393384593488,m,psi,psi4,4565.393384593488,Cortex,serial2p
199,1018,AUDv,Ventral auditory area,575,0.228601008,2515.2994950923403,m,psi,psi3,2515.2994950923403,Cortex,serial2p
200,1018,AUDv,Ventral auditory area,323,0.199354176,1620.231923308193,f,psi,psi2,1620.231923308193,Cortex,serial2p
201,1018,AUDv,Ventral auditory area,936,0.203166432,4607.0602844469895,m,ket,ket4,4607.0602844469895,Cortex,serial2p
202,1018,AUDv,Ventral auditory area,633,0.204151104,3100.644510842322,m,ket,ket3,3100.644510842322,Cortex,serial2p
203,1018,AUDv,Ventral auditory area,411,0.241180992,1704.1143938905434,f,ket,ket2,1704.1143938905434,Cortex,serial2p
204,402,VISal,Anterolateral visual area,249,0.092839824,2682.038690637759,f,ket,ket1,2682.038690637759,Cortex,serial2p
205,402,VISal,Anterolateral visual area,153,0.06613632,2313.4035882250478,m,sal,sal4,2313.4035882250478,Cortex,serial2p
206,402,VISal,Anterolateral visual area,209,0.080240112,2604.682306525195,f,ket,ket2,2604.682306525195,Cortex,serial2p
207,402,VISal,Anterolateral visual area,75,0.094264128,795.6367028611351,m,sal,sal3,795.6367028611351,Cortex,serial2p
208,402,VISal,Anterolateral visual area,123,0.08635968,1424.275773138576,m,ket,ket3,1424.275773138576,Cortex,serial2p
209,402,VISal,Anterolateral visual area,224,0.090123264,2485.484768949336,f,sal,sal2,2485.484768949336,Cortex,serial2p
210,402,VISal,Anterolateral visual area,104,0.045403632,2290.56565342614,f,sal,sal1,2290.56565342614,Cortex,serial2p
211,402,VISal,Anterolateral visual area,378,0.079648704,4745.839932310763,m,psi,psi4,4745.839932310763,Cortex,serial2p
212,402,VISal,Anterolateral visual area,149,0.090345024,1649.2330557131736,m,psi,psi3,1649.2330557131736,Cortex,serial2p
213,402,VISal,Anterolateral visual area,125,0.074894832,1669.0070150634695,f,psi,psi2,1669.0070150634695,Cortex,serial2p
214,402,VISal,Anterolateral visual area,384,0.09955728,3857.076047075613,f,psi,psi1,3857.076047075613,Cortex,serial2p
215,402,VISal,Anterolateral visual area,227,0.083754144,2710.313653256369,m,ket,ket4,2710.313653256369,Cortex,serial2p
216,394,VISam,Anteromedial visual area,95,0.064871424,1464.4352496408897,m,sal,sal3,1464.4352496408897,Cortex,serial2p
